,date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,company,review_title_None,cons_use strengths lacked appropriate tools training specialized projects advice management mandating disability leave force employee workplace illegal use strengths lacked appropriate tools training specialized projects advice management mandating disability leave force employee workplace illegal,pros_None,advice_to_mgmt_mandating disability leave force employee workplace illegal mandating disability leave force employee workplace illegal
84,Fri Jan 29 2021, Manager Inside Sales,"Latrobe, PA",Current Employee ,,0,sky limit career growth global organization embraces diversity differences forefront kennametal,,,5.0,5.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,Kennametal,0.0,0.0,0.3818,0.0
85,Fri Jan 29 2021, Engineer,,Former Employee ,,0,,pay mediocre high wall street orientation means company sensitive labor costs ratio,,4.0,5.0,5.0,2.0,3.0,2.0,Recommends,Negative Outlook,No opinion of CEO,Kennametal,0.0,-0.1027,0.0,0.0
86,Sat Oct 27 2018,Anonymous,Bangalore,Former Employee ,,1,,worst seniors politics people work not encouraged racists payment less advice management keep people work properly dont,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Kennametal,0.0,-0.5204,0.0,0.0
87,Mon Aug 21 2017, Assistant Manager,Ludhiana,Current Employee ,diversity,0,,,,5.0,5.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,Kennametal,0.0,0.0,0.0,0.0
88,Mon May 11 2015,,Bangalore,Assistant Manager in Bangalore,,0,,practice people knowledge cant stay long term lot discrimination region caste people top management practice people knowledge cant stay long term lot discrimination region caste people top management,,1.0,1.0,2.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Approves of CEO,Kennametal,0.0,0.3818,0.0,0.0
89,Fri Sep 14 2012, Operations Head,Bangalore,Former Employee ,,2,,things said interpreted wrongly also always black apple basket people spreading wrong rumors,,5.0,5.0,5.0,4.0,3.0,5.0,Recommends,Positive Outlook,,Kennametal,0.0,-0.4767,0.0,0.0
90,Wed Jan 27 2021, Marketing,,Former Employee ,,0,,employees never spilled marketing wasn't unnoticed diversity non existent management positions especially prevalent,,3.0,4.0,2.0,1.0,3.0,2.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Newmark Group,0.0,0.0,0.0,0.0
91,Mon Feb 08 2021, Brokerage Assistant,"Bellevue, WA",Former Employee ,,0,,perpetuating toxic look way culture past harassment verbal abuse top earners not okay,perpetuating toxic look way culture past harassment verbal abuse top earners not okay,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Newmark Group,0.0,-0.8208,0.0,-0.8208
92,Thu Nov 05 2020, Business Analyst,"Pittsburgh, PA",Current Employee ,,0,,health company seems yo yo competitors advice management improve diversity leadership,improve diversity leadership,4.0,3.0,3.0,2.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO,Newmark Group,0.0,0.4404,0.0,0.4404
93,Thu Jul 25 2019, Human Resources Director,"Irvine, CA",Former Employee ,,0,,place you’re lazy unmotivated advice management focus diversity executive management levels,focus diversity executive management levels,4.0,3.0,3.0,5.0,4.0,3.0,Recommends,Neutral Outlook,No opinion of CEO,Newmark Group,0.0,-0.5994,0.0,0.0
94,Mon Mar 04 2019, Brokerage Services,"Seattle, WA",Former Employee ,,0,,management work employees understand needs office sexual harassment training brokers,work employees understand needs office sexual harassment training brokers,2.0,2.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Newmark Group,0.0,-0.5423,0.0,-0.5423
95,Tue Dec 18 2018, Property Accountant,"Pittsburgh, PA",Current Employee ,,0,start plus floating holidays sick time special considerations maternity leave even care giving,,,5.0,5.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,Newmark Group,0.0,0.0,0.7506,0.0
96,Fri Jul 20 2018,Anonymous,,Former Employee ,,6,,time babysitting brokers productive new ceo gcs african american sad hear broker say walked away hear broker say walked away meeting guess black face time list get past zero diversity culture admins meeting year lucky,,1.0,,,,,,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Newmark Group,0.0,-0.0772,0.0,0.0
97,Wed Apr 18 2018,Anonymous,,Former Employee ,,0,lots autonomy well established brand industry 14 weeks paid maternity leave competitive salaries offices opportunities nationwide,401 k match lingering issues past mergers expensive health care lack diversity advice management lots dead weight old style thinking,,3.0,4.0,2.0,2.0,3.0,2.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Newmark Group,0.0,-0.5267,0.6369,0.0
98,Wed Nov 15 2017,Anonymous,,Current Employee ,,4,,brokers badly behaved racist sexist abusive difficult unpleasant unprofessional name management complicit enables behavior can’t even express concern management confidence accountability brokers act impunity make lot money know consequences behavior ridiculous turn management not honest prospective new hires diversity company interested seeming diverse actually tokens not company believes valuable keep appearances company old white boys old white boys truly horrid place questionable culture don’t advice management way you’re going you’re heading straight harassment litigation days curb excesses executives genuinely interested employees assist navigating difficult working relationships try diversity not disingenuous kind try harder benefits 4 don’t advice management way you’re going you’re heading straight harassment litigation days curb excesses executives,interested employees assist navigating difficult working relationships try diversity not disingenuous kind try harder benefits way you’re going you’re heading straight harassment litigation days curb excesses executives,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,,Newmark Group,0.0,-0.9842,0.0,-0.5229
99,Wed May 24 2017,Anonymous,"New York, NY",Current Employee ,,0,,broader palette company functions advice management implement formalized new hire orientation process provides basic insights cre sector specific insights,implement formalized new hire orientation process provides basic insights cre sector specific insights,3.0,3.0,3.0,2.0,3.0,4.0,,,,Newmark Group,0.0,0.0,0.0,0.0
100,Tue Apr 05 2016,,"New York, NY","Financial Analyst in New York, NY",,3,,corporate culture dry lack diversity senior leadership advice management diversity thing hire,diversity thing hire people color,4.0,4.0,3.0,2.0,3.0,4.0,Doesn't Recommend,,,Newmark Group,0.0,-0.3182,0.0,0.0
101,Wed Apr 30 2014,Anonymous,"New York, NY",Former Employee ,lack diversity communication,1,,,,1.0,1.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Positive Outlook,,Newmark Group,-0.3182,0.0,0.0,0.0
102,Wed Dec 02 2020, On,,Current Employee ,,0,company culture outstanding really push inclusion diversity employee wellness health members pay,,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Humana,0.0,0.0,0.7579,0.0
103,Mon Nov 30 2020, Quality Assurance,"Tempe, AZ",Former Employee ,,0,,cancel already worked making home early black calendar january march time requests,,1.0,1.0,2.0,5.0,3.0,3.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,Humana,0.0,-0.25,0.0,0.0
104,Fri Oct 23 2020," Manager, Business Systems Analysis","Louisville, KY",Current Employee ,,0,towards healthcare company insurance working tough issues like inclusion diversity not afraid tackle hard problems,,,5.0,5.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,Humana,0.0,0.0,-0.1037,0.0
105,Thu Jul 18 2019, Test Engineer,"Chandler, AZ",Current Employee ,,7,,prospects difficult aspire stay motivated sexist atmosphere boys club times lots gossiping behind people's backs,,1.0,4.0,1.0,2.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Microchip Technology,0.0,-0.0258,0.0,0.0
106,Tue Oct 24 2017,Anonymous,,Current Employee ,,0,,paternity leave not vacation work long hours often calls,,4.0,3.0,5.0,2.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,Microchip Technology,0.0,-0.0516,0.0,0.0
107,Fri Jul 06 2018,Anonymous,Hyderābād,Current Employee ,,1,,often miscontrued weakness often trying test mettle minority using unwarranted misused power hand stealing work,,1.0,2.0,1.0,3.0,3.0,1.0,Doesn't Recommend,,Approves of CEO,Microchip Technology,0.0,-0.5106,0.0,0.0
108,Mon Feb 01 2021, Project Manager,,Former Employee ,,0,,racist advice management fire start fresh hiring black people,fire start fresh hiring black people,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Live Nation Entertainment,0.0,-0.6249,0.0,-0.0258
109,Sat Mar 28 2020, Security Guard,"San Francisco, CA",Former Employee ,,0,,people unhappy guests advice management staff training security felt sexist islamophobic video trainings literally suggested women,staff training security felt sexist islamophobic video trainings literally suggested women,4.0,5.0,5.0,2.0,3.0,5.0,Recommends,Neutral Outlook,Disapproves of CEO,Live Nation Entertainment,0.0,-0.1027,0.0,0.34
110,Sun Feb 23 2020, Anonymous,"Beverly Hills, CA",Current Employee ,,1,people overall atmosphere nice good tech resources diversity culture groups also great resources,group not sure groups not lot diversity division work advice management perhaps,,3.0,1.0,5.0,3.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO,Live Nation Entertainment,0.0,-0.2411,0.8689,0.0
111,Sun Dec 13 2020, Trimmer,"Holcomb, KS",Former Employee ,,0,,sexual harassment rediculous know supervisor,,3.0,2.0,1.0,2.0,5.0,5.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Tyson Foods,0.0,-0.5423,0.0,0.0
112,Tue Sep 22 2020, Human Resources,"Springdale, AR",Current Employee ,,1,,tyson takes quantity quality approach yes specialized accident disability plans nice benefit plans negated tyson takes quantity quality approach yes specialized accident disability plans nice benefit plans negated,tyson takes quantity quality approach yes specialized accident disability plans nice benefit plans negated tyson takes quantity quality approach yes specialized accident disability plans nice benefit plans negated,4.0,5.0,4.0,4.0,2.0,3.0,Recommends,Neutral Outlook,Approves of CEO,Tyson Foods,0.0,0.8689,0.0,0.8689
113,Wed Aug 12 2020, Senior Manager,"Chicago, IL",Former Employee ,,0,,management salary ability work remote diversity awareness advice management distribute aggregate employee feedback neutral,aggregate employee feedback neutral 3rd party vendor get chief diversity officer,4.0,4.0,4.0,4.0,3.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Tyson Foods,0.0,0.3182,0.0,0.4019
114,Tue Sep 22 2020, Senior Manager,"Sunnyvale, CA",Former Employee ,,0,working industry almost 15 years never seen harassment like stay away else regret,management old employees lot work ethic harassment free culture paper trainings nothing real world advice,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Fortinet,0.0,-0.0516,-0.264,0.0
115,Mon Nov 11 2019, Marketing,"Sunnyvale, CA",Current Employee ,,0,good diversity nice people willing help,,,4.0,3.0,3.0,4.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO,Fortinet,0.0,0.0,0.8126,0.0
116,Mon Jan 21 2019,Anonymous,"Sunnyvale, CA",Former Employee ,,9,,best hurting company invite new people table start diversity programs 9,best hurting company invite new people table start diversity programs,2.0,2.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,Fortinet,0.0,0.4767,0.0,0.4767
117,Sun Oct 14 2018,Anonymous,"Union City, CA",Current Employee ,warehouse union city discrimination towards non chinese warehouse union city discrimination towards non chinese,8,,,,1.0,5.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Fortinet,0.0,0.0,0.0,0.0
118,Sat Aug 18 2018, Inside Sales Representative,"Sunrise, FL",Current Employee ,new hire orientation onboarding process,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Fortinet,0.0,0.0,0.0,0.0
119,Sat Mar 03 2018, Technical Account Manager,"Sunnyvale, CA",Current Employee ,,8,,limited internal training culture allows harassment sales teams old boys club alive well,,1.0,2.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Fortinet,0.0,-0.1779,0.0,0.0
120,Thu Jul 27 2017,Anonymous,"Sunrise, FL",Current Employee ,,2,experienced hr great job creating new hire orientation engages managers present new hires provide information,,,4.0,5.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,Fortinet,0.0,0.0,0.8074,0.0
121,Wed Feb 04 2015,Anonymous,"Sunnyvale, CA",Current Employee ,,11,,minimal raises career development individuals bonuses employees mainly asian ethnicity little communication management advice management start hiring,,2.0,4.0,2.0,2.0,4.0,3.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,Fortinet,0.0,0.5574,0.0,0.0
122,Sun Nov 02 2014, Marketing,"Sunnyvale, CA",Current Employee ,,3,,cafeteria continue invest female diversity initiatives minimal collaboration tools advice management continue bring new,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Fortinet,0.0,0.0,0.0,0.0
123,Wed Jan 13 2021, Developer,"Burnaby, BC",Current Employee ,,0,,hierarchical advice management company culture greatly improve diversity,company culture greatly improve diversity,4.0,2.0,3.0,2.0,4.0,4.0,,,,Fortinet,0.0,0.4927,0.0,0.4927
124,Thu Nov 07 2019, Software Engineer,"Burnaby, BC",Current Employee ,,14,,high number chinese immigrant workers speak poor english leading real diversity issues departments 15 days pto allowed first,,2.0,1.0,1.0,3.0,1.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Fortinet,0.0,-0.4215,0.0,0.0
125,Wed Dec 11 2019, Senior Engineer,"Vancouver, BC",Former Employee ,,3,,bad management little zero diversity inclusion bad top hr management not open change old school,,1.0,2.0,1.0,2.0,4.0,2.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO,Fortinet,0.0,-0.7351,0.0,0.0
126,Thu Sep 05 2019, General,"Burnaby, BC",Current Employee ,,1,,noticed slight improvement last year lack diversity still present issue mandarin language spoken,,5.0,4.0,2.0,5.0,5.0,2.0,Recommends,Positive Outlook,Approves of CEO,Fortinet,0.0,0.1045,0.0,0.0
127,Sun Aug 05 2018,Anonymous,,Former Employee ,local orientation,0,,,,3.0,2.0,2.0,3.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Fortinet,0.0,0.0,0.0,0.0
128,Fri Jun 22 2018,Anonymous,"Ottawa, ON",Current Employee ,,0,packages amazing support employee activities ski clubs soccer clubs ottawa race weekend,,,4.0,4.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,Fortinet,0.0,0.0,0.7579,0.0
129,Wed May 30 2018, Major Account Manager,"Montreal, QC",Current Employee ,,0,new employee far incredibly easy pleasant orientation program clear easy follow every single employee,,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Fortinet,0.0,0.0,0.9056,0.0
130,Thu Aug 17 2017,Anonymous,"Burnaby, BC",Current Employee ,,0,,lacks diversity workforce tremendous improvement front,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Fortinet,0.0,0.5095,0.0,0.0
131,Wed Aug 09 2017,Anonymous,"Burnaby, BC",Former Employee ,,0,,staff strength not diverse focus asians folks advice management keep good work,,4.0,3.0,3.0,3.0,3.0,2.0,Recommends,Positive Outlook,Approves of CEO,Fortinet,0.0,0.7269,0.0,0.0
132,Fri Jan 08 2016, TAC Engineer,Prague,Former Employee ,,14,,revenge didn't like management offending employees racist jokes ironic comments management acting like closed organization,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Fortinet,0.0,-0.587,0.0,0.0
